PCA_1,PCA_2,NetworkNum
-0.8345801873332956,0.8283871813400192,1
-0.5467371530644093,-0.46088616023747564,1
1.0919862200854393,-0.14984617276346768,1
1.0919862200854393,-0.14984617276346768,1
1.0919862200854393,-0.14984617276346768,1
0.8685798403400503,0.3159790599346475,1
-0.8904662455420039,0.0012937950610711901,1
1.0919862200854393,-0.14984617276346768,1
1.0919862200854393,-0.14984617276346768,1
0.8685798403400503,0.3159790599346475,1
-0.747616961473078,-0.12041862095586087,1
1.0919862200854393,-0.14984617276346768,1
-0.8345801873332956,0.8283871813400192,1
1.0919862200854393,-0.14984617276346768,1
-1.0434177169850212,0.10265284733689684,1
1.0919862200854393,-0.14984617276346768,1
-0.794675330376149,-0.8694361933311555,1
0.5248507478624556,0.7781590152331943,1
1.0919862200854393,-0.14984617276346768,1
1.0919862200854393,-0.14984617276346768,1
1.0919862200854393,-0.14984617276346768,1
0.8685798403400503,0.3159790599346475,1
1.0919862200854393,-0.14984617276346768,1
1.0919862200854393,-0.14984617276346768,1
-0.8345801873332956,0.8283871813400192,1
1.0919862200854393,-0.14984617276346768,1
-1.0123568674438035,-0.015713814571054696,1
-0.4908510948557009,0.36620722604147216,1
1.0919862200854393,-0.14984617276346768,1
1.0919862200854393,-0.14984617276346768,1
1.0919862200854393,-0.14984617276346768,1
1.0919862200854393,-0.14984617276346768,1
1.0919862200854393,-0.14984617276346768,1
1.0919862200854393,-0.14984617276346768,1
1.0919862200854393,-0.14984617276346768,1
1.0919862200854393,-0.14984617276346768,1
-1.2442975253936899,0.4431203866185116,1
1.0919862200854393,-0.14984617276346768,1
-0.38933533701211154,-0.11662561628876889,1
1.0919862200854393,-0.14984617276346768,1
1.0919862200854393,-0.14984617276346768,1
1.0919862200854393,-0.14984617276346768,1
0.8685798403400503,0.3159790599346475,1
1.0919862200854393,-0.14984617276346768,1
-0.5467371530644093,-0.46088616023747564,11
-0.45094623789855437,-1.3316161486297022,11
-0.45094623789855437,-1.3316161486297022,11
-0.8345801873332956,0.8283871813400192,11
0.7482571276078446,0.31233378253507915,11
0.26808488124507845,0.2915331682358615,11
-0.45094623789855437,-1.3316161486297022,11
-0.5467371530644093,-0.46088616023747564,11
-0.5467371530644093,-0.46088616023747564,11
-0.5467371530644093,-0.46088616023747564,11
-0.5467371530644093,-0.46088616023747564,11
-0.45094623789855437,-1.3316161486297022,11
0.5248507478624556,0.7781590152331943,11
-0.8345801873332956,0.8283871813400192,11
0.6118139737226732,-0.17064678706268532,11
-0.9564708092350952,0.8113795717078931,11
0.26808488124507845,0.2915331682358615,11
0.6118139737226732,-0.17064678706268532,11
0.6118139737226732,-0.17064678706268532,11
0.8685798403400503,0.3159790599346475,11
-0.45094623789855437,-1.3316161486297022,11
-0.45094623789855437,-1.3316161486297022,11
-0.45094623789855437,-1.3316161486297022,11
-0.9085424722694436,0.5722710847021037,11
-0.8904662455420039,0.0012937950610711901,11
-0.794675330376149,-0.8694361933311555,11
0.5248507478624556,0.7781590152331943,11
0.6118139737226732,-0.17064678706268532,11
0.6118139737226732,-0.17064678706268532,11
0.26808488124507845,0.2915331682358615,11
-0.45094623789855437,-1.3316161486297022,11
-0.45094623789855437,-1.3316161486297022,11
-0.8904662455420039,0.0012937950610711901,11
-0.8904662455420039,0.0012937950610711901,11
-1.0434177169850212,0.10265284733689684,11
-0.6686277749662088,-0.4778937698696015,11
-0.8345801873332956,0.8283871813400192,11
0.7482571276078446,0.31233378253507915,11
0.8685798403400503,0.3159790599346475,11
0.6118139737226732,-0.17064678706268532,11
-0.8904662455420039,0.0012937950610711901,11
-0.8345801873332956,0.8283871813400192,11
-0.794675330376149,-0.8694361933311555,11
-0.794675330376149,-0.8694361933311555,11
-0.45094623789855437,-1.3316161486297022,11
-0.794675330376149,-0.8694361933311555,11
-0.8904662455420039,0.0012937950610711901,11
0.5248507478624556,0.7781590152331943,11
0.7482571276078446,0.31233378253507915,11
0.6118139737226732,-0.17064678706268532,11
0.26808488124507845,0.2915331682358615,11
-0.794675330376149,-0.8694361933311555,11
1.0919862200854393,-0.14984617276346768,11
-0.9564708092350952,0.8113795717078931,11
-1.1094222806781124,0.9127386239837185,11
0.26808488124507845,0.2915331682358615,11
0.6118139737226732,-0.17064678706268532,11
0.6118139737226732,-0.17064678706268532,11
-1.1653083388868206,0.08564523770477095,11
-0.8345801873332956,0.8283871813400192,11
0.707604888888528,-1.041376775454912,11
-0.8345801873332956,0.8283871813400192,11
0.26808488124507845,0.2915331682358615,11
0.8685798403400503,0.3159790599346475,11
0.26808488124507845,0.2915331682358615,11
0.6118139737226732,-0.17064678706268532,11
0.5248507478624556,0.7781590152331943,11
0.26808488124507845,0.2915331682358615,11
0.5248507478624556,0.7781590152331943,11
-1.0434177169850212,0.10265284733689684,11
0.6118139737226732,-0.17064678706268532,11
-1.0434177169850212,0.10265284733689684,11
0.7482571276078446,0.31233378253507915,11
1.0919862200854393,-0.14984617276346768,11
0.26808488124507845,0.2915331682358615,11
0.26808488124507845,0.2915331682358615,11
-0.794675330376149,-0.8694361933311555,12
-1.0123568674438035,-0.015713814571054696,12
-1.018081710121538,-0.40361096063304025,12
-0.7866518503676441,0.5892786943342296,12
-0.5467371530644093,-0.46088616023747564,12
-0.5467371530644093,-0.46088616023747564,12
1.0919862200854393,-0.14984617276346768,12
1.0919862200854393,-0.14984617276346768,12
0.484198509143139,-0.5755515427567967,12
0.6118139737226732,-0.17064678706268532,12
1.0919862200854393,-0.14984617276346768,12
0.6118139737226732,-0.17064678706268532,12
1.0919862200854393,-0.14984617276346768,12
1.0919862200854393,-0.14984617276346768,12
-0.8904662455420039,0.0012937950610711901,12
-0.8904662455420039,0.0012937950610711901,12
0.12763904524006456,-1.191157841335071,12
-0.45094623789855437,-1.3316161486297022,12
-0.4908510948557009,0.36620722604147216,12
0.26808488124507845,0.2915331682358615,12
1.0919862200854393,-0.14984617276346768,12
-1.1094222806781124,0.9127386239837185,12
0.6118139737226732,-0.17064678706268532,12
-0.6686277749662088,-0.4778937698696015,12
1.0919862200854393,-0.14984617276346768,12
-0.8345801873332956,0.8283871813400192,12
-0.794675330376149,-0.8694361933311555,12
-0.794675330376149,-0.8694361933311555,12
-0.794675330376149,-0.8694361933311555,12
-0.794675330376149,-0.8694361933311555,12
-0.794675330376149,-0.8694361933311555,12
-0.794675330376149,-0.8694361933311555,12
0.7482571276078446,0.31233378253507915,12
-0.4908510948557009,0.36620722604147216,12
1.0919862200854393,-0.14984617276346768,12
0.5248507478624556,0.7781590152331943,12
0.26808488124507845,0.2915331682358615,12
0.6118139737226732,-0.17064678706268532,12
0.6118139737226732,-0.17064678706268532,12
1.0919862200854393,-0.14984617276346768,12
-0.45094623789855437,-1.3316161486297022,12
-0.8345801873332956,0.8283871813400192,12
0.26808488124507845,0.2915331682358615,12
-0.8345801873332956,0.8283871813400192,12
0.26808488124507845,0.2915331682358615,12
-0.5467371530644093,-0.46088616023747564,12
0.26808488124507845,0.2915331682358615,12
-0.45094623789855437,-1.3316161486297022,12
1.0919862200854393,-0.14984617276346768,12
0.6118139737226732,-0.17064678706268532,12
0.6118139737226732,-0.17064678706268532,12
0.26808488124507845,0.2915331682358615,12
-0.794675330376149,-0.8694361933311555,12
-0.794675330376149,-0.8694361933311555,12
-1.0123568674438035,-0.015713814571054696,12
1.0919862200854393,-0.14984617276346768,12
-0.761315843504161,0.08301488636429255,12
-1.0123568674438035,-0.015713814571054696,12
1.0919862200854393,-0.14984617276346768,12
-0.8904662455420039,0.0012937950610711901,12
-0.41186190834883174,0.008732077127731497,12
-0.9621956519128297,0.42348242564590755,12
1.0919862200854393,-0.14984617276346768,12
-0.8345801873332956,0.8283871813400192,12
-0.45094623789855437,-1.3316161486297022,13
-1.018081710121538,-0.40361096063304025,13
-0.8904662455420039,0.0012937950610711901,13
-0.8904662455420039,0.0012937950610711901,13
-0.794675330376149,-0.8694361933311555,13
-0.45094623789855437,-1.3316161486297022,13
-0.8904662455420039,0.0012937950610711901,13
-1.0434177169850212,0.10265284733689684,13
0.26808488124507845,0.2915331682358615,13
-0.9875316587763129,0.9297462336158446,13
-0.5467371530644093,-0.46088616023747564,13
-1.069517423720966,-0.7850847506874558,13
1.0919862200854393,-0.14984617276346768,13
-1.1653083388868206,0.08564523770477095,13
-0.6337003789246268,0.487919642058404,13
-0.45094623789855437,-1.3316161486297022,13
-1.0434177169850212,0.10265284733689684,13
-0.794675330376149,-0.8694361933311555,13
0.6118139737226732,-0.17064678706268532,13
1.0919862200854393,-0.14984617276346768,13
-0.6337003789246268,0.487919642058404,13
0.6118139737226732,-0.17064678706268532,13
-0.794675330376149,-0.8694361933311555,13
-0.8904662455420039,0.0012937950610711901,13
1.0919862200854393,-0.14984617276346768,13
0.6118139737226732,-0.17064678706268532,13
0.7482571276078446,0.31233378253507915,13
0.6118139737226732,-0.17064678706268532,13
1.0919862200854393,-0.14984617276346768,13
0.26808488124507845,0.2915331682358615,13
-0.4908510948557009,0.36620722604147216,13
-0.8345801873332956,0.8283871813400192,13
-0.8345801873332956,0.8283871813400192,13
0.8685798403400503,0.3159790599346475,13
-0.8345801873332956,0.8283871813400192,13
0.26808488124507845,0.2915331682358615,13
1.0919862200854393,-0.14984617276346768,13
0.6118139737226732,-0.17064678706268532,13
1.0919862200854393,-0.14984617276346768,13
0.8685798403400503,0.3159790599346475,13
1.0919862200854393,-0.14984617276346768,13
0.6118139737226732,-0.17064678706268532,13
1.0919862200854393,-0.14984617276346768,13
1.0919862200854393,-0.14984617276346768,13
-0.8345801873332956,0.8283871813400192,13
0.6118139737226732,-0.17064678706268532,13
0.8685798403400503,0.3159790599346475,13
-0.8904662455420039,0.0012937950610711901,13
0.6118139737226732,-0.17064678706268532,13
0.26808488124507845,0.2915331682358615,13
1.0919862200854393,-0.14984617276346768,13
0.6118139737226732,-0.17064678706268532,13
0.7482571276078446,0.31233378253507915,13
-0.794675330376149,-0.8694361933311555,13
-0.794675330376149,-0.8694361933311555,13
0.7409643757605161,-0.08892569575946374,13
0.26808488124507845,0.2915331682358615,13
1.0919862200854393,-0.14984617276346768,13
-0.794675330376149,-0.8694361933311555,13
0.6118139737226732,-0.17064678706268532,13
-1.1094222806781124,0.9127386239837185,13
0.6118139737226732,-0.17064678706268532,13
-1.0434177169850212,0.10265284733689684,9
-0.45094623789855437,-1.3316161486297022,9
-0.8904662455420039,0.0012937950610711901,9
-0.8904662455420039,0.0012937950610711901,9
0.6118139737226732,-0.17064678706268532,9
1.0919862200854393,-0.14984617276346768,9
1.0919862200854393,-0.14984617276346768,9
0.26808488124507845,0.2915331682358615,9
-1.1653083388868206,0.08564523770477095,9
-1.3661881472954895,0.4261127769863857,9
1.0919862200854393,-0.14984617276346768,9
-1.1094222806781124,0.9127386239837185,9
-0.8345801873332956,0.8283871813400192,9
-0.8345801873332956,0.8283871813400192,9
-0.6686277749662088,-0.4778937698696015,9
0.6118139737226732,-0.17064678706268532,9
0.8685798403400503,0.3159790599346475,9
-0.8904662455420039,0.0012937950610711901,9
0.6118139737226732,-0.17064678706268532,9
-0.45094623789855437,-1.3316161486297022,9
-0.490932140582347,-0.6446264433928245,9
-0.761315843504161,0.08301488636429255,9
-0.8345801873332956,0.8283871813400192,9
-0.8345801873332956,0.8283871813400192,9
-0.9875316587763129,0.9297462336158446,9
-0.8345801873332956,0.8283871813400192,9
0.26808488124507845,0.2915331682358615,9
0.6118139737226732,-0.17064678706268532,9
0.6118139737226732,-0.17064678706268532,9
0.26808488124507845,0.2915331682358615,9
0.8685798403400503,0.3159790599346475,9
0.26808488124507845,0.2915331682358615,9
0.6118139737226732,-0.17064678706268532,9
0.5248507478624556,0.7781590152331943,9
1.0919862200854393,-0.14984617276346768,9
0.26808488124507845,0.2915331682358615,9
0.7482571276078446,0.31233378253507915,9
-0.6686277749662088,-0.4778937698696015,9
-1.0434177169850212,0.10265284733689684,9
-1.0434177169850212,0.10265284733689684,9
0.5248507478624556,0.7781590152331943,9
-0.5467371530644093,-0.46088616023747564,9
-0.5467371530644093,-0.46088616023747564,9
-0.6686277749662088,-0.4778937698696015,9
0.5248507478624556,0.7781590152331943,9
1.0919862200854393,-0.14984617276346768,9
1.0919862200854393,-0.14984617276346768,9
0.26808488124507845,0.2915331682358615,9
-0.45094623789855437,-1.3316161486297022,3
-0.5467371530644093,-0.46088616023747564,3
-0.8695075833748777,-0.13742623058798675,3
1.0919862200854393,-0.14984617276346768,3
-1.2442975253936899,0.4431203866185116,3
-0.9085424722694436,0.5722710847021037,3
-0.8345801873332956,0.8283871813400192,3
-0.8345801873332956,0.8283871813400192,3
-0.572836859800354,-1.3486237582618281,3
-1.0434177169850212,0.10265284733689684,3
1.0919862200854393,-0.14984617276346768,3
-0.794675330376149,-0.8694361933311555,3
0.5248507478624556,0.7781590152331943,3
0.26808488124507845,0.2915331682358615,3
-0.8345801873332956,0.8283871813400192,3
0.8685798403400503,0.3159790599346475,3
-0.8904662455420039,0.0012937950610711901,3
0.8685798403400503,0.3159790599346475,3
0.6118139737226732,-0.17064678706268532,3
1.0919862200854393,-0.14984617276346768,3
1.0919862200854393,-0.14984617276346768,3
-0.8345801873332956,0.8283871813400192,3
-0.8345801873332956,0.8283871813400192,3
-0.8345801873332956,0.8283871813400192,3
0.7482571276078446,0.31233378253507915,3
0.26808488124507845,0.2915331682358615,3
-0.8904662455420039,0.0012937950610711901,3
1.0919862200854393,-0.14984617276346768,3
0.5248507478624556,0.7781590152331943,3
1.0919862200854393,-0.14984617276346768,3
0.6118139737226732,-0.17064678706268532,3
1.0919862200854393,-0.14984617276346768,3
1.0919862200854393,-0.14984617276346768,3
-0.8904662455420039,0.0012937950610711901,3
1.0919862200854393,-0.14984617276346768,3
-0.45094623789855437,-1.3316161486297022,3
0.8685798403400503,0.3159790599346475,3
0.8685798403400503,0.3159790599346475,3
-0.9875316587763129,0.9297462336158446,3
0.5248507478624556,0.7781590152331943,3
-0.8345801873332956,0.8283871813400192,3
-1.1653083388868206,0.08564523770477095,3
-1.1653083388868206,0.08564523770477095,3
0.26808488124507845,0.2915331682358615,3
-0.9476268018191664,-0.76807714105533,3
0.26808488124507845,0.2915331682358615,3
-0.7387892721674408,-0.04234280705220783,3
0.26808488124507845,0.2915331682358615,3
-1.0123568674438035,-0.015713814571054696,3
1.0919862200854393,-0.14984617276346768,3
-0.45094623789855437,-1.3316161486297022,10
1.0919862200854393,-0.14984617276346768,10
1.0919862200854393,-0.14984617276346768,10
-0.5467371530644093,-0.46088616023747564,10
-0.5467371530644093,-0.46088616023747564,10
-0.5467371530644093,-0.46088616023747564,10
